"","Year","State","birthState","Count","Salary","HR"
"537",1995,"texas","TX",53,43578447,83
"538",1995,"virginia","VA",18,4712500,24
"539",1995,"washington","WA",6,12857334,34
"540",1995,"west virginia","WV",3,1115000,5
"541",1995,"wisconsin","WI",9,2787000,18
"542",1995,"wyoming","WY",3,2483333,21
"543",1996,"alabama","AL",15,9830333,46
"544",1996,"alaska","AK",1,2e+06,0
"545",1996,"arizona","AZ",12,4721000,44
"546",1996,"arkansas","AR",1,0,0
"547",1996,"california","CA",207,192631869,1035
"548",1996,"colorado","CO",4,463500,3
"549",1996,"connecticut","CT",9,9661500,59
"550",1996,"delaware","DE",3,3200000,18
"551",1996,"district of columbia","DC",2,450000,10
"552",1996,"florida","FL",67,63450874,421
"553",1996,"georgia","GA",24,32308500,148
"554",1996,"hawaii","HI",3,4163333,0
"555",1996,"idaho","ID",1,111500,0
"556",1996,"illinois","IL",55,26334500,226
"557",1996,"indiana","IN",21,14688000,66
"558",1996,"iowa","IA",8,2944000,4
"559",1996,"kansas","KS",7,7498000,52
"560",1996,"kentucky","KY",15,16361667,84
"561",1996,"louisiana","LA",31,28112865,109
"562",1996,"maine","ME",1,4608333,0
"563",1996,"maryland","MD",14,19188333,124
"564",1996,"massachusetts","MA",21,21933000,101
"565",1996,"michigan","MI",24,21933900,56
"566",1996,"minnesota","MN",9,8680000,50
"567",1996,"mississippi","MS",11,7459333,77
"568",1996,"missouri","MO",19,12789848,35
"569",1996,"montana","MT",1,115000,0
"570",1996,"nebraska","NE",4,2702500,3
"571",1996,"nevada","NV",3,1059000,19
"572",1996,"new hampshire","NH",2,2e+06,7
"573",1996,"new jersey","NJ",23,15281833,92
"574",1996,"new mexico","NM",2,218000,0
"575",1996,"new york","NY",55,40791442,229
"576",1996,"north carolina","NC",18,9043000,32
"577",1996,"north dakota","ND",2,0,4
"578",1996,"ohio","OH",50,46613000,186
"579",1996,"oklahoma","OK",12,9410149,82
"580",1996,"oregon","OR",11,3234000,70
"581",1996,"pennsylvania","PA",36,33162000,128
"582",1996,"rhode island","RI",1,272500,0
"583",1996,"south carolina","SC",10,5463500,25
"584",1996,"tennessee","TN",11,5797672,42
"585",1996,"texas","TX",56,48375375,103
"586",1996,"virginia","VA",20,5207500,55
"587",1996,"washington","WA",9,17745000,74
"588",1996,"west virginia","WV",1,160000,3
"589",1996,"wisconsin","WI",11,2892500,26
"590",1996,"wyoming","WY",2,1215000,19
"591",1997,"alabama","AL",11,10223333,48
"592",1997,"alaska","AK",1,3500000,0
"593",1997,"arizona","AZ",10,4379000,21
"594",1997,"arkansas","AR",1,0,0
"595",1997,"california","CA",197,208569521,907
"596",1997,"colorado","CO",4,761500,3
"597",1997,"connecticut","CT",9,11978500,49
"598",1997,"delaware","DE",3,2142500,23
"599",1997,"district of columbia","DC",1,216000,3
"600",1997,"florida","FL",57,77209811,351
"601",1997,"georgia","GA",21,36774000,184
"602",1997,"hawaii","HI",2,675000,0
"603",1997,"idaho","ID",2,210000,0
"604",1997,"illinois","IL",48,28412167,205
"605",1997,"indiana","IN",16,15250000,81
"606",1997,"iowa","IA",6,5024167,0
"607",1997,"kansas","KS",9,8520000,85
"608",1997,"kentucky","KY",12,13391962,70
"609",1997,"louisiana","LA",28,39825698,83
"610",1997,"maine","ME",1,4608333,0
"611",1997,"maryland","MD",16,24182500,66
"612",1997,"massachusetts","MA",22,31942500,124
"613",1997,"michigan","MI",20,22700833,45
"614",1997,"minnesota","MN",6,9036000,24
"615",1997,"mississippi","MS",13,7513000,72
"616",1997,"missouri","MO",18,18887767,52
"617",1997,"nebraska","NE",6,3005000,6
"618",1997,"nevada","NV",3,1645000,17
"619",1997,"new hampshire","NH",3,2275000,5
"620",1997,"new jersey","NJ",26,22685833,106
"621",1997,"new mexico","NM",2,310500,2
"622",1997,"new york","NY",49,55172067,256
"623",1997,"north carolina","NC",18,10078000,45
"624",1997,"north dakota","ND",2,340000,16
"625",1997,"ohio","OH",49,54563472,155
"626",1997,"oklahoma","OK",10,9509640,55
"627",1997,"oregon","OR",13,7658500,40
"628",1997,"pennsylvania","PA",33,43514199,145
"629",1997,"rhode island","RI",3,9e+05,0
"630",1997,"south carolina","SC",14,5711000,43
"631",1997,"south dakota","SD",2,150000,0
"632",1997,"tennessee","TN",11,6141672,51
"633",1997,"texas","TX",51,47444417,51
"634",1997,"virginia","VA",17,8588000,52
"635",1997,"washington","WA",15,22370000,58
"636",1997,"west virginia","WV",2,362000,1
"637",1997,"wisconsin","WI",11,4396000,24
"638",1997,"wyoming","WY",2,2950000,20
"639",1998,"alabama","AL",15,14130325,45
"640",1998,"alaska","AK",1,4700000,0
"641",1998,"arizona","AZ",11,4846000,6
"642",1998,"arkansas","AR",2,170000,0
"643",1998,"california","CA",204,227113252,1131
"644",1998,"colorado","CO",6,1070000,0
"645",1998,"connecticut","CT",10,14939166,58
"646",1998,"delaware","DE",3,4750000,31
"647",1998,"district of columbia","DC",1,216000,3
"648",1998,"florida","FL",54,89342334,395
"649",1998,"georgia","GA",30,42159500,157
"650",1998,"hawaii","HI",2,3e+05,0
"651",1998,"idaho","ID",2,5e+05,1
"652",1998,"illinois","IL",56,44486567,210
"653",1998,"indiana","IN",17,22912000,95
"654",1998,"iowa","IA",9,9296667,10
"655",1998,"kansas","KS",9,7100000,81
"656",1998,"kentucky","KY",12,15505202,45
"657",1998,"louisiana","LA",26,38834428,115
"658",1998,"maine","ME",1,425000,0
"659",1998,"maryland","MD",14,26517510,78
"660",1998,"massachusetts","MA",22,36386500,77
"661",1998,"michigan","MI",24,27840333,63
"662",1998,"minnesota","MN",4,11350000,19
"663",1998,"mississippi","MS",17,9938000,70
"664",1998,"missouri","MO",20,23892667,37
"665",1998,"montana","MT",1,225000,0
"666",1998,"nebraska","NE",5,2610000,13
"667",1998,"nevada","NV",4,2395000,19
"668",1998,"new hampshire","NH",2,1940000,0
"669",1998,"new jersey","NJ",26,26899466,84
"670",1998,"new york","NY",63,60747667,247
"671",1998,"north carolina","NC",18,13486667,57
"672",1998,"north dakota","ND",2,766500,19
"673",1998,"ohio","OH",49,59440167,156
"674",1998,"oklahoma","OK",10,5264380,47
"675",1998,"oregon","OR",14,9985500,54
"676",1998,"pennsylvania","PA",41,41130659,149
"677",1998,"rhode island","RI",3,1330000,7
"678",1998,"south carolina","SC",13,7934000,23
"679",1998,"south dakota","SD",2,360000,0
"680",1998,"tennessee","TN",9,7095000,59
"681",1998,"texas","TX",47,51058829,107
"682",1998,"virginia","VA",21,11568000,21
"683",1998,"washington","WA",15,18484167,47
"684",1998,"west virginia","WV",1,1375000,1
"685",1998,"wisconsin","WI",10,6204500,29
"686",1998,"wyoming","WY",2,4200000,12
"687",1999,"alabama","AL",15,12377666,51
"688",1999,"alaska","AK",1,5250000,0
"689",1999,"arizona","AZ",13,4071500,14
"690",1999,"arkansas","AR",4,680000,9
"691",1999,"california","CA",212,276952402,1158
"692",1999,"colorado","CO",6,1330000,6
"693",1999,"connecticut","CT",10,19341666,68
"694",1999,"delaware","DE",3,6019758,29
"695",1999,"florida","FL",58,109162205,424
"696",1999,"georgia","GA",27,44996466,138
"697",1999,"hawaii","HI",2,4e+05,14
"698",1999,"idaho","ID",2,1652500,0
"699",1999,"illinois","IL",53,57876667,211
"700",1999,"indiana","IN",19,24851000,54
"701",1999,"iowa","IA",11,11281667,12
"702",1999,"kansas","KS",8,10562500,60
"703",1999,"kentucky","KY",12,15171804,34
"704",1999,"louisiana","LA",28,45987301,104
"705",1999,"maryland","MD",16,28174063,97
"706",1999,"massachusetts","MA",26,40333998,82
"707",1999,"michigan","MI",25,33257834,80
"708",1999,"minnesota","MN",3,6525000,4
"709",1999,"mississippi","MS",14,10002500,66
"710",1999,"missouri","MO",17,28475000,43
"711",1999,"montana","MT",1,2e+05,2
"712",1999,"nebraska","NE",9,4015000,5
"713",1999,"nevada","NV",2,3715000,24
"714",1999,"new hampshire","NH",1,483333,0
"715",1999,"new jersey","NJ",25,29320999,119
"716",1999,"new york","NY",59,63804516,251
"717",1999,"north carolina","NC",19,19186332,48
"718",1999,"north dakota","ND",2,3050000,13
"719",1999,"ohio","OH",45,68851496,143
"720",1999,"oklahoma","OK",9,5348500,38
"721",1999,"oregon","OR",12,10708500,97
"722",1999,"pennsylvania","PA",39,45660603,148
"723",1999,"rhode island","RI",3,815000,24
"724",1999,"south carolina","SC",11,8432500,72
"725",1999,"south dakota","SD",1,255000,0
"726",1999,"tennessee","TN",9,8710000,84
"727",1999,"texas","TX",51,55302333,151
"728",1999,"utah","UT",1,0,1
"729",1999,"virginia","VA",20,16890000,52
"730",1999,"washington","WA",15,18401000,59
"731",1999,"west virginia","WV",2,1893500,0
"732",1999,"wisconsin","WI",10,10095500,39
"733",1999,"wyoming","WY",1,5750000,4
"734",2000,"alabama","AL",20,10751667,44
"735",2000,"alaska","AK",2,5650000,0
"736",2000,"arizona","AZ",9,3940000,6
"737",2000,"arkansas","AR",6,729000,24
"738",2000,"california","CA",213,294888863,1318
"739",2000,"colorado","CO",6,1193333,5
"740",2000,"connecticut","CT",9,24346667,61
"741",2000,"delaware","DE",5,7409324,31
"742",2000,"district of columbia","DC",2,0,0
"743",2000,"florida","FL",58,103032151,432
"744",2000,"georgia","GA",29,62304385,166
"745",2000,"hawaii","HI",4,450000,15
"746",2000,"idaho","ID",1,2750000,0
"747",2000,"illinois","IL",51,58970500,207
"748",2000,"indiana","IN",13,18865042,64
"749",2000,"iowa","IA",13,16090833,8
"750",2000,"kansas","KS",10,19812500,64
"751",2000,"kentucky","KY",13,15520000,58
"752",2000,"louisiana","LA",25,52268057,77
"753",2000,"maine","ME",1,0,0
"754",2000,"maryland","MD",14,32074866,83
"755",2000,"massachusetts","MA",23,36902751,59
"756",2000,"michigan","MI",21,21873000,77
"757",2000,"minnesota","MN",3,7500000,0
"758",2000,"mississippi","MS",16,11925000,78
"759",2000,"missouri","MO",14,34505000,39
"760",2000,"montana","MT",1,0,0
"761",2000,"nebraska","NE",8,2750000,8
"762",2000,"nevada","NV",4,1335000,22
"763",2000,"new hampshire","NH",1,733333,0
"764",2000,"new jersey","NJ",22,42785000,108
"765",2000,"new mexico","NM",2,0,4
"766",2000,"new york","NY",53,66023682,229
"767",2000,"north carolina","NC",14,26133334,42
"768",2000,"north dakota","ND",2,6250000,25
"769",2000,"ohio","OH",49,64402666,192
"770",2000,"oklahoma","OK",10,4430000,20
"771",2000,"oregon","OR",11,14959500,59
"772",2000,"pennsylvania","PA",32,51774461,131
"773",2000,"rhode island","RI",2,505000,21
"774",2000,"south carolina","SC",15,10412000,64
"775",2000,"south dakota","SD",2,630000,0
"776",2000,"tennessee","TN",11,9230000,98
"777",2000,"texas","TX",58,62249333,154
"778",2000,"utah","UT",1,205000,2
"779",2000,"virginia","VA",24,19710000,54
"780",2000,"washington","WA",17,22022000,79
"781",2000,"west virginia","WV",3,4375000,0
"782",2000,"wisconsin","WI",13,11667500,34
"783",2000,"wyoming","WY",1,6250000,11
"784",2001,"alabama","AL",20,17510750,47
"785",2001,"alaska","AK",4,6500000,0
"786",2001,"arizona","AZ",10,7347500,23
"787",2001,"arkansas","AR",6,2787500,54
"788",2001,"california","CA",208,314565332,1266
"789",2001,"colorado","CO",6,1875000,7
"790",2001,"connecticut","CT",9,14364000,15
"791",2001,"delaware","DE",4,4543667,12
"792",2001,"district of columbia","DC",2,205000,1
"793",2001,"florida","FL",57,124170666,384
"794",2001,"georgia","GA",29,68541453,142
"795",2001,"hawaii","HI",2,260000,6
"796",2001,"idaho","ID",2,3200000,4
"797",2001,"illinois","IL",54,69343334,234
"798",2001,"indiana","IN",16,26866667,58
"799",2001,"iowa","IA",9,13083333,15
"800",2001,"kansas","KS",12,32427500,42
"801",2001,"kentucky","KY",12,9680000,13
"802",2001,"louisiana","LA",24,37206667,26
"803",2001,"maryland","MD",13,36763333,64
"804",2001,"massachusetts","MA",23,30366333,60
"805",2001,"michigan","MI",19,31507000,62
"806",2001,"minnesota","MN",4,7402500,0
"807",2001,"mississippi","MS",17,16826667,72
"808",2001,"missouri","MO",15,22700000,35
"809",2001,"montana","MT",1,0,0
"810",2001,"nebraska","NE",6,4220000,4
"811",2001,"nevada","NV",5,2320000,32
"812",2001,"new hampshire","NH",2,2583333,0
"813",2001,"new jersey","NJ",22,53848667,86
"814",2001,"new mexico","NM",2,460000,1
"815",2001,"new york","NY",46,85939166,284
"816",2001,"north carolina","NC",13,30066667,77
"817",2001,"north dakota","ND",2,7950000,9
"818",2001,"ohio","OH",43,74074666,125
"819",2001,"oklahoma","OK",7,6510000,14
"820",2001,"oregon","OR",12,16507000,84
"821",2001,"pennsylvania","PA",29,61899929,103
"822",2001,"rhode island","RI",2,2300000,32
"823",2001,"south carolina","SC",11,9062500,74
"824",2001,"south dakota","SD",3,4300000,0
"825",2001,"tennessee","TN",13,14043000,91
"826",2001,"texas","TX",63,71273166,132
"827",2001,"utah","UT",5,0,2
"828",2001,"virginia","VA",21,27325333,34
"829",2001,"washington","WA",14,14322500,64
"830",2001,"west virginia","WV",3,6750000,0
"831",2001,"wisconsin","WI",9,19145000,39
"832",2001,"wyoming","WY",1,6250000,8
"833",2002,"alabama","AL",16,19075000,32
"834",2002,"alaska","AK",4,10469000,16
"835",2002,"arizona","AZ",11,6932500,31
"836",2002,"arkansas","AR",6,4922500,67
"837",2002,"california","CA",213,359270122,1125
"838",2002,"colorado","CO",6,3138333,4
"839",2002,"connecticut","CT",14,28904167,41
"840",2002,"delaware","DE",6,1750000,29
"841",2002,"district of columbia","DC",2,240000,0
"842",2002,"florida","FL",57,112772209,278
"843",2002,"georgia","GA",38,66145203,177
"844",2002,"hawaii","HI",3,6e+05,4
"845",2002,"idaho","ID",1,4937500,0
"846",2002,"illinois","IL",50,72116667,204
"847",2002,"indiana","IN",12,22459209,46
"848",2002,"iowa","IA",11,6393333,12
"849",2002,"kansas","KS",11,19840895,19
"850",2002,"kentucky","KY",13,11108000,56
"851",2002,"louisiana","LA",19,32687115,41
"852",2002,"maine","ME",1,0,0
"853",2002,"maryland","MD",11,21595833,37
"854",2002,"massachusetts","MA",20,32145700,66
"855",2002,"michigan","MI",15,33739483,70
"856",2002,"minnesota","MN",5,7668667,1
"857",2002,"mississippi","MS",19,24426667,79
"858",2002,"missouri","MO",14,24448000,41
"859",2002,"nebraska","NE",3,2383333,3
"860",2002,"nevada","NV",5,4670000,25
"861",2002,"new hampshire","NH",2,3450000,0
"862",2002,"new jersey","NJ",24,54080000,64
"863",2002,"new york","NY",47,86083335,194
"864",2002,"north carolina","NC",14,25561719,66
"865",2002,"north dakota","ND",3,9250000,11
"866",2002,"ohio","OH",38,63048500,147
"867",2002,"oklahoma","OK",8,13792500,19
"868",2002,"oregon","OR",10,6248000,59
"869",2002,"pennsylvania","PA",27,62790652,72
"870",2002,"rhode island","RI",1,3800000,27
"871",2002,"south carolina","SC",10,7435000,73
"872",2002,"south dakota","SD",4,5700000,6
"873",2002,"tennessee","TN",9,14008333,72
"874",2002,"texas","TX",67,63766933,144
"875",2002,"utah","UT",6,888000,8
"876",2002,"virginia","VA",18,36440000,48
"877",2002,"washington","WA",18,28068000,80
"878",2002,"west virginia","WV",2,7235000,0
"879",2002,"wisconsin","WI",8,24350000,55
"880",2003,"alabama","AL",18,12910000,27
"881",2003,"alaska","AK",3,10620000,21
"882",2003,"arizona","AZ",12,5640500,39
"883",2003,"arkansas","AR",5,9225900,47
"884",2003,"california","CA",219,366269992,1117
"885",2003,"colorado","CO",6,5250000,1
"886",2003,"connecticut","CT",11,28751067,14
"887",2003,"delaware","DE",5,1242500,6
"888",2003,"district of columbia","DC",3,636000,1
"889",2003,"florida","FL",58,117486867,270
"890",2003,"georgia","GA",40,67623453,214
"891",2003,"hawaii","HI",5,902000,0
"892",2003,"idaho","ID",2,6337500,0
"893",2003,"illinois","IL",47,68178501,157
"894",2003,"indiana","IN",13,16466667,54
"895",2003,"iowa","IA",6,2380000,24
"896",2003,"kansas","KS",9,28103000,40
"897",2003,"kentucky","KY",14,8374000,36
"898",2003,"louisiana","LA",21,19562500,42
"899",2003,"maine","ME",1,318000,0
"900",2003,"maryland","MD",11,27333333,44
"901",2003,"massachusetts","MA",19,32049000,47
"902",2003,"michigan","MI",14,33526667,74
"903",2003,"minnesota","MN",5,8166667,0
"904",2003,"mississippi","MS",16,26707667,67
"905",2003,"missouri","MO",14,14675000,41
"906",2003,"nebraska","NE",4,3183333,4
"907",2003,"nevada","NV",6,5721000,3
"908",2003,"new hampshire","NH",1,0,0
"909",2003,"new jersey","NJ",19,52929500,75
"910",2003,"new mexico","NM",2,0,7
"911",2003,"new york","NY",43,83559100,203
"912",2003,"north carolina","NC",17,30978900,84
"913",2003,"north dakota","ND",3,8552200,18
"914",2003,"ohio","OH",32,50896834,127
"915",2003,"oklahoma","OK",14,10507000,19
"916",2003,"oregon","OR",11,11707500,77
"917",2003,"pennsylvania","PA",30,84708429,60
"918",2003,"rhode island","RI",3,6550000,29
"919",2003,"south carolina","SC",10,10959500,99
"920",2003,"south dakota","SD",6,7507500,9
"921",2003,"tennessee","TN",14,22646933,55
"922",2003,"texas","TX",65,60412500,151
"923",2003,"utah","UT",6,1264000,1
"924",2003,"virginia","VA",16,32892500,30
"925",2003,"washington","WA",18,24603500,86
"926",2003,"west virginia","WV",4,8300000,0
"927",2003,"wisconsin","WI",7,25925000,40
"928",2004,"alabama","AL",17,12714500,27
"929",2004,"alaska","AK",5,14492000,17
"930",2004,"arizona","AZ",12,6031400,30
"931",2004,"arkansas","AR",7,15353200,50
"932",2004,"california","CA",221,343310816,1127
"933",2004,"colorado","CO",9,8011500,0
"934",2004,"connecticut","CT",8,6075400,22
"935",2004,"delaware","DE",4,705000,39
"936",2004,"district of columbia","DC",2,375000,0
"937",2004,"florida","FL",59,117101700,227
"938",2004,"georgia","GA",29,66153619,222
"939",2004,"hawaii","HI",4,909000,0
"940",2004,"idaho","ID",1,7937500,2
"941",2004,"illinois","IL",47,69632934,152
"942",2004,"indiana","IN",12,19176417,61
"943",2004,"iowa","IA",9,6551400,30
"944",2004,"kansas","KS",11,30990000,37
"945",2004,"kentucky","KY",18,13320000,43
"946",2004,"louisiana","LA",22,20549900,45
"947",2004,"maine","ME",1,4e+05,0
"948",2004,"maryland","MD",8,8e+06,50
"949",2004,"massachusetts","MA",11,30712608,57
"950",2004,"michigan","MI",11,28186667,30
"951",2004,"minnesota","MN",10,10879167,13
"952",2004,"mississippi","MS",17,26367500,70
"953",2004,"missouri","MO",14,10552000,38
"954",2004,"nebraska","NE",3,3308333,3
"955",2004,"nevada","NV",7,5296500,7
"956",2004,"new hampshire","NH",1,3e+05,0
"957",2004,"new jersey","NJ",20,46245600,61
"958",2004,"new mexico","NM",1,450000,3
"959",2004,"new york","NY",43,87205367,188
"960",2004,"north carolina","NC",16,27094000,63
"961",2004,"north dakota","ND",3,8066300,37
"962",2004,"ohio","OH",38,33302667,112
"963",2004,"oklahoma","OK",10,10092500,25
"964",2004,"oregon","OR",13,15042500,56
"965",2004,"pennsylvania","PA",31,87731429,77
"966",2004,"rhode island","RI",3,8631500,57
"967",2004,"south carolina","SC",7,14387000,58
"968",2004,"south dakota","SD",5,5802500,2
"969",2004,"tennessee","TN",15,25753633,69
"970",2004,"texas","TX",68,58390625,224
"971",2004,"utah","UT",4,1015000,1
"972",2004,"virginia","VA",18,13997500,62
"973",2004,"washington","WA",17,24843500,86
"974",2004,"west virginia","WV",2,301000,0
"975",2004,"wisconsin","WI",10,31850000,38
"976",2004,"wyoming","WY",2,0,21
"977",2005,"alabama","AL",18,11934700,29
"978",2005,"alaska","AK",5,17980000,5
"979",2005,"arizona","AZ",10,8296000,39
"980",2005,"arkansas","AR",7,21845000,48
"981",2005,"california","CA",216,382830733,1051
"982",2005,"colorado","CO",5,14368500,0
"983",2005,"connecticut","CT",8,13527000,8
"984",2005,"delaware","DE",5,1570000,37
"985",2005,"district of columbia","DC",2,420000,0
"986",2005,"florida","FL",63,99540468,245
"987",2005,"georgia","GA",37,75927785,154
"988",2005,"hawaii","HI",4,336000,2
"989",2005,"idaho","ID",1,8187500,1
"990",2005,"illinois","IL",40,67562378,123
"991",2005,"indiana","IN",14,22575000,50
"992",2005,"iowa","IA",7,11050333,28
"993",2005,"kansas","KS",9,11330000,40
"994",2005,"kentucky","KY",19,12731500,36
"995",2005,"louisiana","LA",22,26724000,65
"996",2005,"maine","ME",2,0,0
"997",2005,"maryland","MD",7,5557000,47
"998",2005,"massachusetts","MA",15,36330608,19
"999",2005,"michigan","MI",11,34533000,53
"1000",2005,"minnesota","MN",10,4838000,32
"1001",2005,"mississippi","MS",18,29895950,77
"1002",2005,"missouri","MO",9,9900000,54
"1003",2005,"nebraska","NE",5,2130000,7
"1004",2005,"nevada","NV",7,6272000,0
"1005",2005,"new hampshire","NH",1,2e+06,0
"1006",2005,"new jersey","NJ",15,44571000,41
"1007",2005,"new mexico","NM",2,0,0
"1008",2005,"new york","NY",38,71787067,205
"1009",2005,"north carolina","NC",18,27380500,92
"1010",2005,"north dakota","ND",4,8627400,40
"1011",2005,"ohio","OH",28,53627292,126
"1012",2005,"oklahoma","OK",12,13575000,37
"1013",2005,"oregon","OR",11,15282500,73
"1014",2005,"pennsylvania","PA",29,85957762,76
"1015",2005,"rhode island","RI",2,9115000,40
"1016",2005,"south carolina","SC",7,19515000,73
"1017",2005,"south dakota","SD",5,8549500,13
"1018",2005,"tennessee","TN",14,23825200,35
"1019",2005,"texas","TX",70,73936450,219
"1020",2005,"utah","UT",5,830000,18
"1021",2005,"vermont","VT",1,0,1
"1022",2005,"virginia","VA",20,20154500,69
"1023",2005,"washington","WA",18,22220133,94
"1024",2005,"west virginia","WV",4,320000,0
"1025",2005,"wisconsin","WI",10,28067500,49
"1026",2005,"wyoming","WY",1,318500,12
"1027",2006,"alabama","AL",16,11794150,71
"1028",2006,"alaska","AK",3,1.8e+07,0
"1029",2006,"arizona","AZ",13,13719000,92
"1030",2006,"arkansas","AR",8,26362200,64
"1031",2006,"california","CA",214,426562216,1136
"1032",2006,"colorado","CO",8,17096500,0
"1033",2006,"connecticut","CT",5,827000,6
"1034",2006,"delaware","DE",5,4855000,19
"1035",2006,"district of columbia","DC",3,950000,1
"1036",2006,"florida","FL",57,86414640,185
"1037",2006,"georgia","GA",41,67502429,251
"1038",2006,"hawaii","HI",6,1039000,7
"1039",2006,"idaho","ID",1,10500000,1
"1040",2006,"illinois","IL",34,62376421,136
"1041",2006,"indiana","IN",14,25424572,48
"1042",2006,"iowa","IA",4,12933333,19
"1043",2006,"kansas","KS",7,19853166,30
"1044",2006,"kentucky","KY",18,21193500,85
"1045",2006,"louisiana","LA",22,45451816,50
"1046",2006,"maine","ME",1,0,0
"1047",2006,"maryland","MD",7,8765000,45
"1048",2006,"massachusetts","MA",13,14693640,13
"1049",2006,"michigan","MI",14,37149000,32
"1050",2006,"minnesota","MN",13,5227000,32
"1051",2006,"mississippi","MS",17,28427600,78
"1052",2006,"missouri","MO",13,17399443,91
"1053",2006,"montana","MT",1,0,0
"1054",2006,"nebraska","NE",3,1184000,4
"1055",2006,"nevada","NV",7,8991000,0
"1056",2006,"new hampshire","NH",3,5e+06,0
"1057",2006,"new jersey","NJ",14,39754000,38
"1058",2006,"new mexico","NM",2,327500,13
"1059",2006,"new york","NY",34,66633360,209
"1060",2006,"north carolina","NC",18,30363393,131
"1061",2006,"north dakota","ND",4,12300000,49
"1062",2006,"ohio","OH",29,42424767,114
