"","Year","State","birthState","Count","Salary","HR"
"1063",2006,"oklahoma","OK",16,15362000,46
"1064",2006,"oregon","OR",11,21380000,70
"1065",2006,"pennsylvania","PA",24,63357019,73
"1066",2006,"rhode island","RI",4,14930000,53
"1067",2006,"south carolina","SC",9,12700000,45
"1068",2006,"south dakota","SD",5,11041500,19
"1069",2006,"tennessee","TN",14,30436000,25
"1070",2006,"texas","TX",76,99498029,256
"1071",2006,"utah","UT",4,1532000,16
"1072",2006,"vermont","VT",1,331000,2
"1073",2006,"virginia","VA",20,19994000,82
"1074",2006,"washington","WA",20,30141333,94
"1075",2006,"west virginia","WV",4,343000,0
"1076",2006,"wisconsin","WI",11,37455000,30
"1077",2006,"wyoming","WY",1,349500,11
"1078",2007,"alabama","AL",17,18470500,67
"1079",2007,"alaska","AK",4,18675000,7
"1080",2007,"arizona","AZ",17,14860408,97
"1081",2007,"arkansas","AR",6,42450000,58
"1082",2007,"california","CA",219,433845477,931
"1083",2007,"colorado","CO",11,17924500,0
"1084",2007,"connecticut","CT",4,14750000,5
"1085",2007,"delaware","DE",3,4558000,9
"1086",2007,"district of columbia","DC",2,1400000,0
"1087",2007,"florida","FL",70,94329342,264
"1088",2007,"georgia","GA",39,73217992,191
"1089",2007,"hawaii","HI",7,1710703,19
"1090",2007,"idaho","ID",2,16083946,1
"1091",2007,"illinois","IL",39,59509733,109
"1092",2007,"indiana","IN",18,26894637,31
"1093",2007,"iowa","IA",9,12713333,24
"1094",2007,"kansas","KS",7,22960667,35
"1095",2007,"kentucky","KY",20,27838100,114
"1096",2007,"louisiana","LA",19,59233000,27
"1097",2007,"maine","ME",1,0,0
"1098",2007,"maryland","MD",8,12698000,39
"1099",2007,"massachusetts","MA",10,16059000,3
"1100",2007,"michigan","MI",13,38757000,36
"1101",2007,"minnesota","MN",11,8087000,31
"1102",2007,"mississippi","MS",16,23009667,55
"1103",2007,"missouri","MO",12,18001100,51
"1104",2007,"montana","MT",2,380000,0
"1105",2007,"nebraska","NE",7,380000,15
"1106",2007,"nevada","NV",7,13044523,0
"1107",2007,"new hampshire","NH",4,8920000,0
"1108",2007,"new jersey","NJ",13,40005000,52
"1109",2007,"new mexico","NM",1,380000,12
"1110",2007,"new york","NY",28,77806908,210
"1111",2007,"north carolina","NC",16,31801116,123
"1112",2007,"north dakota","ND",3,5185000,33
"1113",2007,"ohio","OH",32,19496300,80
"1114",2007,"oklahoma","OK",17,24045500,75
"1115",2007,"oregon","OR",14,30112041,74
"1116",2007,"pennsylvania","PA",22,54771003,88
"1117",2007,"rhode island","RI",4,15231000,40
"1118",2007,"south carolina","SC",9,10980000,13
"1119",2007,"south dakota","SD",3,5075000,32
"1120",2007,"tennessee","TN",14,28598167,24
"1121",2007,"texas","TX",89,113958548,288
"1122",2007,"utah","UT",3,2050000,0
"1123",2007,"vermont","VT",2,395000,7
"1124",2007,"virginia","VA",16,24193400,88
"1125",2007,"washington","WA",25,33727333,83
"1126",2007,"west virginia","WV",5,380000,3
"1127",2007,"wisconsin","WI",9,29002000,16
"1128",2007,"wyoming","WY",1,440000,18
"1129",2008,"alabama","AL",15,23979500,47
"1130",2008,"alaska","AK",3,2e+06,1
"1131",2008,"arizona","AZ",20,13710000,84
"1132",2008,"arkansas","AR",6,50200000,54
"1133",2008,"california","CA",210,435169382,949
"1134",2008,"colorado","CO",7,10403250,9
"1135",2008,"connecticut","CT",8,16084500,8
"1136",2008,"delaware","DE",2,435000,0
"1137",2008,"district of columbia","DC",3,0,3
"1138",2008,"florida","FL",79,120450056,348
"1139",2008,"georgia","GA",42,92290866,161
"1140",2008,"hawaii","HI",6,1675000,22
"1141",2008,"idaho","ID",2,395000,8
"1142",2008,"illinois","IL",31,52633966,133
"1143",2008,"indiana","IN",20,23729500,35
"1144",2008,"iowa","IA",9,10395000,40
"1145",2008,"kansas","KS",8,24851166,31
"1146",2008,"kentucky","KY",20,38492500,96
"1147",2008,"louisiana","LA",24,67430400,54
"1148",2008,"maryland","MD",11,15514000,47
"1149",2008,"massachusetts","MA",9,9866000,4
"1150",2008,"michigan","MI",15,42169530,39
"1151",2008,"minnesota","MN",8,9355000,21
"1152",2008,"mississippi","MS",13,29500166,57
"1153",2008,"missouri","MO",14,32692500,82
"1154",2008,"montana","MT",3,392500,1
"1155",2008,"nebraska","NE",6,796000,16
"1156",2008,"nevada","NV",6,16864000,1
"1157",2008,"new hampshire","NH",4,11282500,0
"1158",2008,"new jersey","NJ",14,36164000,68
"1159",2008,"new mexico","NM",2,390000,22
"1160",2008,"new york","NY",26,81250883,156
"1161",2008,"north carolina","NC",20,36958222,97
"1162",2008,"north dakota","ND",3,9465000,18
"1163",2008,"ohio","OH",30,34238190,95
"1164",2008,"oklahoma","OK",17,35761500,45
"1165",2008,"oregon","OR",17,36513126,46
"1166",2008,"pennsylvania","PA",17,38037824,42
"1167",2008,"rhode island","RI",4,17521000,44
"1168",2008,"south carolina","SC",5,7041300,14
"1169",2008,"south dakota","SD",5,8200000,32
"1170",2008,"tennessee","TN",15,31245166,7
"1171",2008,"texas","TX",98,127929972,377
"1172",2008,"utah","UT",5,3125000,2
"1173",2008,"vermont","VT",1,390000,9
"1174",2008,"virginia","VA",16,31873766,71
"1175",2008,"washington","WA",26,44248499,89
"1176",2008,"west virginia","WV",4,1145500,0
"1177",2008,"wisconsin","WI",7,15985500,23
"1178",2008,"wyoming","WY",1,2200000,9
"1179",2009,"alabama","AL",13,36452000,55
"1180",2009,"alaska","AK",2,0,1
"1181",2009,"arizona","AZ",20,19770100,83
"1182",2009,"arkansas","AR",8,5e+07,37
"1183",2009,"california","CA",206,441827491,882
"1184",2009,"colorado","CO",9,15080500,14
"1185",2009,"connecticut","CT",7,5640700,8
"1186",2009,"delaware","DE",1,3200000,0
"1187",2009,"district of columbia","DC",3,804000,3
"1188",2009,"florida","FL",81,118642423,345
"1189",2009,"georgia","GA",37,60761500,189
"1190",2009,"hawaii","HI",5,5269680,25
"1191",2009,"idaho","ID",3,15627401,0
"1192",2009,"illinois","IL",30,34434600,150
"1193",2009,"indiana","IN",21,24701800,89
"1194",2009,"iowa","IA",6,8633000,38
"1195",2009,"kansas","KS",9,26268500,40
"1196",2009,"kentucky","KY",21,50875500,92
"1197",2009,"louisiana","LA",19,49905500,40
"1198",2009,"maine","ME",1,0,0
"1199",2009,"maryland","MD",12,24230000,58
"1200",2009,"massachusetts","MA",4,1331000,0
"1201",2009,"michigan","MI",13,39726000,42
"1202",2009,"minnesota","MN",7,14530000,38
"1203",2009,"mississippi","MS",20,32309666,51
"1204",2009,"missouri","MO",16,38268500,67
"1205",2009,"montana","MT",2,4e+05,2
"1206",2009,"nebraska","NE",3,1314575,6
"1207",2009,"nevada","NV",5,22201250,5
"1208",2009,"new hampshire","NH",4,13782583,2
"1209",2009,"new jersey","NJ",19,38002800,73
"1210",2009,"new mexico","NM",3,2225000,24
"1211",2009,"new york","NY",26,76561266,150
"1212",2009,"north carolina","NC",18,40996894,102
"1213",2009,"north dakota","ND",3,13710000,20
"1214",2009,"ohio","OH",25,25113700,72
"1215",2009,"oklahoma","OK",17,39207000,64
"1216",2009,"oregon","OR",13,20605400,48
"1217",2009,"pennsylvania","PA",18,25157900,66
"1218",2009,"rhode island","RI",4,16115000,51
"1219",2009,"south carolina","SC",7,4748877,23
"1220",2009,"south dakota","SD",3,8155000,38
"1221",2009,"tennessee","TN",12,29117500,18
"1222",2009,"texas","TX",92,140789906,368
"1223",2009,"utah","UT",3,4250000,0
"1224",2009,"vermont","VT",2,4e+05,3
"1225",2009,"virginia","VA",18,41860876,106
"1226",2009,"washington","WA",25,41091566,73
"1227",2009,"west virginia","WV",2,2074260,0
"1228",2009,"wisconsin","WI",9,12585000,11
"1229",2009,"wyoming","WY",1,2900000,8
"1230",2010,"alabama","AL",15,45229983,61
"1231",2010,"alaska","AK",2,0,1
"1232",2010,"arizona","AZ",18,26608600,56
"1233",2010,"arkansas","AR",8,56050000,46
"1234",2010,"california","CA",218,409272611,721
"1235",2010,"colorado","CO",10,22394200,20
"1236",2010,"connecticut","CT",7,11125000,20
"1237",2010,"delaware","DE",2,4450000,0
"1238",2010,"district of columbia","DC",4,2175000,5
"1239",2010,"florida","FL",76,107007499,374
"1240",2010,"georgia","GA",39,78854000,188
"1241",2010,"hawaii","HI",6,8245000,42
"1242",2010,"idaho","ID",3,2025000,0
"1243",2010,"illinois","IL",27,26665600,128
"1244",2010,"indiana","IN",19,26048593,65
"1245",2010,"iowa","IA",8,9653000,37
"1246",2010,"kansas","KS",8,23778500,12
"1247",2010,"kentucky","KY",14,38496833,106
"1248",2010,"louisiana","LA",19,68897200,43
"1249",2010,"maine","ME",2,415100,0
"1250",2010,"maryland","MD",11,25021900,44
"1251",2010,"massachusetts","MA",7,1318500,0
"1252",2010,"michigan","MI",13,29486500,27
"1253",2010,"minnesota","MN",7,18450000,35
"1254",2010,"mississippi","MS",18,32499800,74
"1255",2010,"missouri","MO",16,39585000,40
"1256",2010,"montana","MT",3,412500,2
"1257",2010,"nebraska","NE",4,1637975,8
"1258",2010,"nevada","NV",8,18916500,3
"1259",2010,"new hampshire","NH",3,22340971,1
"1260",2010,"new jersey","NJ",21,33868500,58
"1261",2010,"new mexico","NM",2,4450000,14
"1262",2010,"new york","NY",23,77276966,93
"1263",2010,"north carolina","NC",18,46223592,94
"1264",2010,"north dakota","ND",1,11500000,13
"1265",2010,"ohio","OH",23,29195800,74
"1266",2010,"oklahoma","OK",16,47918527,65
"1267",2010,"oregon","OR",14,24398900,39
"1268",2010,"pennsylvania","PA",17,17985600,38
"1269",2010,"rhode island","RI",4,17250000,49
"1270",2010,"south carolina","SC",10,7752500,39
"1271",2010,"south dakota","SD",3,11350000,26
"1272",2010,"tennessee","TN",11,25738171,10
"1273",2010,"texas","TX",97,183383800,341
"1274",2010,"utah","UT",3,4650700,0
"1275",2010,"vermont","VT",1,410000,10
"1276",2010,"virginia","VA",20,54332799,95
"1277",2010,"washington","WA",23,54589266,64
"1278",2010,"west virginia","WV",1,665000,0
"1279",2010,"wisconsin","WI",9,4279500,12
"1280",2010,"wyoming","WY",1,2e+06,20
"1281",2011,"alabama","AL",16,57008783,78
"1282",2011,"alaska","AK",2,418000,3
"1283",2011,"arizona","AZ",19,33847200,100
"1284",2011,"arkansas","AR",8,50672500,34
"1285",2011,"california","CA",209,385963974,717
"1286",2011,"colorado","CO",8,27189500,10
"1287",2011,"connecticut","CT",8,14200000,8
"1288",2011,"delaware","DE",1,0,8
"1289",2011,"district of columbia","DC",2,550000,6
"1290",2011,"florida","FL",88,128746466,460
"1291",2011,"georgia","GA",39,75285000,136
"1292",2011,"hawaii","HI",7,16182500,33
"1293",2011,"idaho","ID",4,2800000,1
"1294",2011,"illinois","IL",30,37786028,141
"1295",2011,"indiana","IN",24,34536703,52
"1296",2011,"iowa","IA",6,10718400,10
"1297",2011,"kansas","KS",9,11562500,23
"1298",2011,"kentucky","KY",17,56484108,102
"1299",2011,"louisiana","LA",17,50482400,39
"1300",2011,"maine","ME",2,1075000,0
"1301",2011,"maryland","MD",10,29489700,45
"1302",2011,"massachusetts","MA",7,1914000,2
"1303",2011,"michigan","MI",16,33819000,28
"1304",2011,"minnesota","MN",14,36182000,20
"1305",2011,"mississippi","MS",16,30624800,42
"1306",2011,"missouri","MO",20,45717000,81
"1307",2011,"montana","MT",3,1252700,3
"1308",2011,"nebraska","NE",7,2800000,24
"1309",2011,"nevada","NV",6,20260500,10
"1310",2011,"new hampshire","NH",4,6918300,3
"1311",2011,"new jersey","NJ",21,29211664,38
"1312",2011,"new mexico","NM",5,6714000,16
"1313",2011,"new york","NY",22,77545766,84
"1314",2011,"north carolina","NC",21,43723930,86
"1315",2011,"north dakota","ND",1,1.3e+07,13
"1316",2011,"ohio","OH",28,62616112,56
"1317",2011,"oklahoma","OK",11,33149274,63
"1318",2011,"oregon","OR",13,29817600,54
"1319",2011,"pennsylvania","PA",19,3303700,63
"1320",2011,"rhode island","RI",3,17550000,45
"1321",2011,"south carolina","SC",10,9564750,54
"1322",2011,"south dakota","SD",2,11250000,19
"1323",2011,"tennessee","TN",16,27144671,18
"1324",2011,"texas","TX",103,209740608,330
"1325",2011,"utah","UT",3,6098200,0
"1326",2011,"vermont","VT",1,425000,0
"1327",2011,"virginia","VA",18,64147533,104
"1328",2011,"washington","WA",16,42199766,62
"1329",2011,"west virginia","WV",2,0,0
"1330",2011,"wisconsin","WI",8,3239000,10
"1331",2011,"wyoming","WY",2,5e+06,16
"1332",2012,"alabama","AL",19,63059733,109
"1333",2012,"alaska","AK",2,972300,1
"1334",2012,"arizona","AZ",16,34209866,92
"1335",2012,"arkansas","AR",8,56984300,19
"1336",2012,"california","CA",201,427927134,766
"1337",2012,"colorado","CO",9,30462500,33
"1338",2012,"connecticut","CT",12,17171000,24
"1339",2012,"delaware","DE",1,482000,20
"1340",2012,"district of columbia","DC",3,1925000,2
"1341",2012,"florida","FL",94,150001595,477
"1342",2012,"georgia","GA",33,85426350,220
"1343",2012,"hawaii","HI",5,22340000,21
"1344",2012,"idaho","ID",5,4090000,5
"1345",2012,"illinois","IL",33,48392098,131
"1346",2012,"indiana","IN",19,33561841,34
"1347",2012,"iowa","IA",6,9073500,4
"1348",2012,"kansas","KS",7,7695000,19
"1349",2012,"kentucky","KY",18,54019808,77
"1350",2012,"louisiana","LA",17,38978158,25
"1351",2012,"maine","ME",4,3680000,6
"1352",2012,"maryland","MD",11,31586500,44
"1353",2012,"massachusetts","MA",8,5183225,16
"1354",2012,"michigan","MI",15,33574000,19
"1355",2012,"minnesota","MN",10,40422690,52
"1356",2012,"mississippi","MS",15,7661000,47
"1357",2012,"missouri","MO",24,49353500,54
"1358",2012,"montana","MT",2,0,0
"1359",2012,"nebraska","NE",9,6450000,17
"1360",2012,"nevada","NV",9,21912000,32
"1361",2012,"new hampshire","NH",4,17489400,0
"1362",2012,"new jersey","NJ",19,30200364,98
"1363",2012,"new mexico","NM",4,4441500,27
"1364",2012,"new york","NY",21,58967250,108
"1365",2012,"north carolina","NC",22,63195450,138
"1366",2012,"north dakota","ND",1,1.3e+07,12
"1367",2012,"ohio","OH",21,59111349,51
"1368",2012,"oklahoma","OK",13,32727362,54
"1369",2012,"oregon","OR",9,27225000,32
"1370",2012,"pennsylvania","PA",24,4937900,53
"1371",2012,"rhode island","RI",4,16450000,35
"1372",2012,"south carolina","SC",9,14795100,56
"1373",2012,"south dakota","SD",4,1e+07,37
"1374",2012,"tennessee","TN",20,20714900,41
"1375",2012,"texas","TX",105,191061908,372
"1376",2012,"utah","UT",1,5500000,0
"1377",2012,"vermont","VT",1,1100000,1
"1378",2012,"virginia","VA",16,77579833,95
"1379",2012,"washington","WA",15,37720300,37
"1380",2012,"west virginia","WV",1,485000,0
"1381",2012,"wisconsin","WI",5,3900000,6
"1382",2012,"wyoming","WY",2,6500000,12
"1383",2013,"alabama","AL",18,65112404,67
"1384",2013,"arizona","AZ",16,43424267,74
"1385",2013,"arkansas","AR",8,55026500,22
"1386",2013,"california","CA",202,470657933,717
"1387",2013,"colorado","CO",9,36096000,14
"1388",2013,"connecticut","CT",9,10314250,25
"1389",2013,"delaware","DE",3,5e+05,36
"1390",2013,"district of columbia","DC",3,2840000,7
"1391",2013,"florida","FL",91,166408618,484
"1392",2013,"georgia","GA",37,96433175,156
"1393",2013,"hawaii","HI",5,25487500,21
"1394",2013,"idaho","ID",4,3789100,0
"1395",2013,"illinois","IL",32,59821029,91
"1396",2013,"indiana","IN",20,32168200,37
"1397",2013,"iowa","IA",6,11798500,8
"1398",2013,"kansas","KS",8,7977500,18
"1399",2013,"kentucky","KY",16,38579262,47
"1400",2013,"louisiana","LA",18,59366057,24
"1401",2013,"maine","ME",4,998000,10
"1402",2013,"maryland","MD",10,36107000,11
"1403",2013,"massachusetts","MA",9,8916700,7
"1404",2013,"michigan","MI",17,19557000,17
"1405",2013,"minnesota","MN",11,44376250,23
"1406",2013,"mississippi","MS",15,14934075,61
"1407",2013,"missouri","MO",25,56241925,51
"1408",2013,"montana","MT",1,0,0
"1409",2013,"nebraska","NE",8,11365500,47
"1410",2013,"nevada","NV",8,24741000,43
"1411",2013,"new hampshire","NH",3,1222500,2
"1412",2013,"new jersey","NJ",18,36912065,72
"1413",2013,"new mexico","NM",3,6983500,9
"1414",2013,"new york","NY",26,77049818,86
"1415",2013,"north carolina","NC",22,73234500,128
"1416",2013,"north dakota","ND",1,2e+06,12
"1417",2013,"ohio","OH",22,56243499,57
"1418",2013,"oklahoma","OK",11,41237735,37
"1419",2013,"oregon","OR",11,19962000,45
"1420",2013,"pennsylvania","PA",22,11646230,91
"1421",2013,"rhode island","RI",3,17551506,23
"1422",2013,"south carolina","SC",13,18364000,51
"1423",2013,"south dakota","SD",3,13242500,11
"1424",2013,"tennessee","TN",19,26093404,37
"1425",2013,"texas","TX",110,246347485,395
"1426",2013,"utah","UT",1,750000,0
"1427",2013,"vermont","VT",1,1100000,3
"1428",2013,"virginia","VA",17,82824929,78
"1429",2013,"washington","WA",16,45121900,57
"1430",2013,"west virginia","WV",2,0,23
"1431",2013,"wisconsin","WI",3,7675000,1
"1432",2013,"wyoming","WY",3,6997000,15
"1433",2014,"alabama","AL",18,69699400,41
"1434",2014,"arizona","AZ",18,46974800,53
"1435",2014,"arkansas","AR",7,59565000,20
"1436",2014,"california","CA",212,507284357,659
"1437",2014,"colorado","CO",5,16022500,13
"1438",2014,"connecticut","CT",15,13439000,53
"1439",2014,"delaware","DE",2,1100000,19
"1440",2014,"district of columbia","DC",4,3252900,14
"1441",2014,"florida","FL",85,207214200,441
"1442",2014,"georgia","GA",40,117652625,158
"1443",2014,"hawaii","HI",6,28250000,17
"1444",2014,"idaho","ID",3,4e+06,0
"1445",2014,"illinois","IL",36,70704366,81
"1446",2014,"indiana","IN",19,25652500,24
"1447",2014,"iowa","IA",4,2528500,3
"1448",2014,"kansas","KS",7,8480000,11
"1449",2014,"kentucky","KY",18,35428845,38
"1450",2014,"louisiana","LA",15,14544475,9
"1451",2014,"maine","ME",3,2862500,7
"1452",2014,"maryland","MD",7,29630000,31
"1453",2014,"massachusetts","MA",9,8942200,7
"1454",2014,"michigan","MI",13,29689000,2
"1455",2014,"minnesota","MN",10,33052500,16
"1456",2014,"mississippi","MS",13,12280900,72
"1457",2014,"missouri","MO",25,56007425,65
"1458",2014,"nebraska","NE",6,14027500,29
"1459",2014,"nevada","NV",7,8158600,20
"1460",2014,"new hampshire","NH",3,11313000,4
"1461",2014,"new jersey","NJ",18,34939500,90
"1462",2014,"new mexico","NM",5,11402000,2
"1463",2014,"new york","NY",26,48489100,39
"1464",2014,"north carolina","NC",23,71396350,91
"1465",2014,"north dakota","ND",1,0,0
"1466",2014,"ohio","OH",28,32466800,53
"1467",2014,"oklahoma","OK",17,41342200,58
"1468",2014,"oregon","OR",9,40692857,32
"1469",2014,"pennsylvania","PA",24,13927740,98
"1470",2014,"rhode island","RI",3,7475000,12
"1471",2014,"south carolina","SC",12,26704500,39
"1472",2014,"south dakota","SD",3,7880000,1
"1473",2014,"tennessee","TN",22,35406200,33
"1474",2014,"texas","TX",108,281388752,287
"1475",2014,"vermont","VT",1,1250000,0
"1476",2014,"virginia","VA",20,91952000,60
"1477",2014,"washington","WA",19,43267500,61
"1478",2014,"west virginia","WV",2,1043400,10
"1479",2014,"wisconsin","WI",5,8500000,4
"1480",2014,"wyoming","WY",2,1e+06,11
"1481",2015,"alabama","AL",17,70345300,11
"1482",2015,"arizona","AZ",13,55022500,61
"1483",2015,"arkansas","AR",5,28936000,23
"1484",2015,"california","CA",212,595637472,762
"1485",2015,"colorado","CO",9,26122000,22
"1486",2015,"connecticut","CT",14,14881090,55
"1487",2015,"delaware","DE",2,3615800,33
"1488",2015,"district of columbia","DC",5,3500000,25
"1489",2015,"florida","FL",105,218952147,497
"1490",2015,"georgia","GA",39,128029800,212
"1491",2015,"hawaii","HI",7,30032800,17
"1492",2015,"idaho","ID",2,517100,0
"1493",2015,"illinois","IL",38,85554716,84
"1494",2015,"indiana","IN",24,46563000,47
"1495",2015,"iowa","IA",5,6545000,3
"1496",2015,"kansas","KS",5,8757800,14
"1497",2015,"kentucky","KY",17,18364001,26
"1498",2015,"louisiana","LA",13,20750750,19
"1499",2015,"maine","ME",3,4575000,9
"1500",2015,"maryland","MD",9,33619000,58
"1501",2015,"massachusetts","MA",11,12158500,24
"1502",2015,"michigan","MI",10,15417500,1
"1503",2015,"minnesota","MN",10,32484000,13
"1504",2015,"mississippi","MS",13,16875700,93
"1505",2015,"missouri","MO",20,84064500,80
"1506",2015,"nebraska","NE",7,15825500,29
"1507",2015,"nevada","NV",11,5183775,79
"1508",2015,"new hampshire","NH",2,2281000,2
"1509",2015,"new jersey","NJ",16,44737500,95
"1510",2015,"new mexico","NM",5,4289000,2
"1511",2015,"new york","NY",29,51618200,70
"1512",2015,"north carolina","NC",27,91527216,107
"1513",2015,"north dakota","ND",1,0,0
"1514",2015,"ohio","OH",27,50883500,80
"1515",2015,"oklahoma","OK",16,40853300,42
"1516",2015,"oregon","OR",11,45779357,32
"1517",2015,"pennsylvania","PA",23,18094980,52
"1518",2015,"rhode island","RI",3,6038600,11
"1519",2015,"south carolina","SC",16,34814300,46
"1520",2015,"south dakota","SD",2,780000,0
"1521",2015,"tennessee","TN",23,41918800,60
"1522",2015,"texas","TX",103,295790791,330
"1523",2015,"virginia","VA",17,98735800,62
"1524",2015,"washington","WA",22,59667200,69
"1525",2015,"west virginia","WV",2,3300000,16
"1526",2015,"wisconsin","WI",5,2.2e+07,11
"1527",2015,"wyoming","WY",1,509600,0
"1528",2016,"alabama","AL",21,68570358,25
"1529",2016,"alaska","AK",1,1500000,0
"1530",2016,"arizona","AZ",11,51229424,79
"1531",2016,"arkansas","AR",5,10920000,0
"1532",2016,"california","CA",207,554877586,876
"1533",2016,"colorado","CO",9,33782000,14
"1534",2016,"connecticut","CT",13,19104208,44
"1535",2016,"delaware","DE",4,6351333,25
"1536",2016,"district of columbia","DC",4,5162500,16
"1537",2016,"florida","FL",115,248974756,587
"1538",2016,"georgia","GA",44,132727778,182
"1539",2016,"hawaii","HI",6,15761900,13
"1540",2016,"idaho","ID",2,512500,0
"1541",2016,"illinois","IL",36,85897742,122
"1542",2016,"indiana","IN",17,36000900,59
"1543",2016,"iowa","IA",8,12006700,9
"1544",2016,"kansas","KS",6,8949900,14
"1545",2016,"kentucky","KY",15,20360000,50
"1546",2016,"louisiana","LA",16,30415348,39
"1547",2016,"maine","ME",1,1500000,3
"1548",2016,"maryland","MD",8,34266300,26
"1549",2016,"massachusetts","MA",11,17080400,4
"1550",2016,"michigan","MI",9,12242500,1
"1551",2016,"minnesota","MN",8,29820000,11
"1552",2016,"mississippi","MS",13,24992900,112
"1553",2016,"missouri","MO",19,54004507,53
"1554",2016,"nebraska","NE",6,13782000,26
"1555",2016,"nevada","NV",14,8226600,83
"1556",2016,"new hampshire","NH",1,3025000,0
"1557",2016,"new jersey","NJ",19,79847121,87
"1558",2016,"new mexico","NM",4,3978200,8
"1559",2016,"new york","NY",28,47502450,45
"1560",2016,"north carolina","NC",21,69402217,133
"1561",2016,"north dakota","ND",1,0,0
"1562",2016,"ohio","OH",29,38480420,69
"1563",2016,"oklahoma","OK",17,51694500,81
"1564",2016,"oregon","OR",8,33874057,41
"1565",2016,"pennsylvania","PA",25,26926600,71
"1566",2016,"rhode island","RI",2,4250000,7
"1567",2016,"south carolina","SC",19,46724500,45
"1568",2016,"south dakota","SD",2,1580000,0
"1569",2016,"tennessee","TN",24,46862175,71
"1570",2016,"texas","TX",100,319403190,370
"1571",2016,"virginia","VA",19,89741401,92
"1572",2016,"washington","WA",19,39106646,63
"1573",2016,"west virginia","WV",1,4e+06,30
"1574",2016,"wisconsin","WI",4,25012500,1
"1575",2016,"wyoming","WY",2,0,1
