"","teamID","Year","Team","TeamName","Wins","Attendance","Salary"
"618","OAK",2003,"OAK","Oakland Athletics",96,2216596,50260834
"619","OAK",2004,"OAK","Oakland Athletics",91,2201516,58795167
"620","OAK",2005,"OAK","Oakland Athletics",88,2109118,51825762
"621","OAK",2006,"OAK","Oakland Athletics",93,1976625,62993079
"622","OAK",2007,"OAK","Oakland Athletics",76,1921844,54962346
"623","OAK",2008,"OAK","Oakland Athletics",75,1665256,54394626
"624","OAK",2009,"OAK","Oakland Athletics",75,1408783,50850000
"625","OAK",2010,"OAK","Oakland Athletics",81,1418391,53622400
"626","OAK",2011,"OAK","Oakland Athletics",74,1476791,51336500
"627","OAK",2012,"OAK","Oakland Athletics",94,1679013,50320000
"628","OAK",2013,"OAK","Oakland Athletics",96,1809302,66070000
"629","OAK",2014,"OAK","Oakland Athletics",88,2003628,55436400
"630","OAK",2015,"OAK","Oakland Athletics",68,1768175,43862000
"631","OAK",2016,"OAK","Oakland Athletics",69,1521506,38217067
"632","PHI",1985,"PHI","Philadelphia Phillies",75,1830350,10469966
"633","PHI",1986,"PHI","Philadelphia Phillies",86,1933335,9660166
"634","PHI",1987,"PHI","Philadelphia Phillies",80,2100110,10814233
"635","PHI",1988,"PHI","Philadelphia Phillies",65,1990041,13068000
"636","PHI",1989,"PHI","Philadelphia Phillies",67,1861985,9039000
"637","PHI",1990,"PHI","Philadelphia Phillies",77,1992484,11371167
"638","PHI",1991,"PHI","Philadelphia Phillies",78,2050012,18222332
"639","PHI",1992,"PHI","Philadelphia Phillies",70,1927448,23354001
"640","PHI",1993,"PHI","Philadelphia Phillies",97,3137674,28404334
"641","PHI",1994,"PHI","Philadelphia Phillies",54,2290971,28799000
"642","PHI",1995,"PHI","Philadelphia Phillies",69,2043598,28361945
"643","PHI",1996,"PHI","Philadelphia Phillies",67,1801677,33542833
"644","PHI",1997,"PHI","Philadelphia Phillies",68,1490638,26058500
"645","PHI",1998,"PHI","Philadelphia Phillies",75,1715722,23880000
"646","PHI",1999,"PHI","Philadelphia Phillies",77,1825337,31176500
"647","PHI",2000,"PHI","Philadelphia Phillies",65,1612769,23209333
"648","PHI",2001,"PHI","Philadelphia Phillies",86,1782054,41051333
"649","PHI",2002,"PHI","Philadelphia Phillies",80,1618467,63704999
"650","PHI",2003,"PHI","Philadelphia Phillies",86,2259948,73645000
"651","PHI",2004,"PHI","Philadelphia Phillies",86,3250092,96269167
"652","PHI",2005,"PHI","Philadelphia Phillies",88,2665304,89372000
"653","PHI",2006,"PHI","Philadelphia Phillies",85,2701815,67475333
"654","PHI",2007,"PHI","Philadelphia Phillies",89,3108325,89668213
"655","PHI",2008,"PHI","Philadelphia Phillies",92,3422583,99777380
"656","PHI",2009,"PHI","Philadelphia Phillies",93,3600693,112144046
"657","PHI",2010,"PHI","Philadelphia Phillies",97,3647249,141408379
"658","PHI",2011,"PHI","Philadelphia Phillies",102,3680718,171239879
"659","PHI",2012,"PHI","Philadelphia Phillies",81,3565718,153438938
"660","PHI",2013,"PHI","Philadelphia Phillies",73,3012403,152700714
"661","PHI",2014,"PHI","Philadelphia Phillies",73,2423852,175494967
"662","PHI",2015,"PHI","Philadelphia Phillies",63,1831080,93618000
"663","PHI",2016,"PHI","Philadelphia Phillies",71,1915144,36966500
"664","PIT",1985,"PIT","Pittsburgh Pirates",57,735900,8362834
"665","PIT",1986,"PIT","Pittsburgh Pirates",64,1000917,8738500
"666","PIT",1987,"PIT","Pittsburgh Pirates",80,1161193,5529500
"667","PIT",1988,"PIT","Pittsburgh Pirates",85,1866713,6568500
"668","PIT",1989,"PIT","Pittsburgh Pirates",74,1374141,11810500
"669","PIT",1990,"PIT","Pittsburgh Pirates",95,2049908,13170000
"670","PIT",1991,"PIT","Pittsburgh Pirates",98,2065302,23204667
"671","PIT",1992,"PIT","Pittsburgh Pirates",96,1829395,31830167
"672","PIT",1993,"PIT","Pittsburgh Pirates",75,1650593,19423467
"673","PIT",1994,"PIT","Pittsburgh Pirates",53,1222520,21867250
"674","PIT",1995,"PIT","Pittsburgh Pirates",58,905517,17600345
"675","PIT",1996,"PIT","Pittsburgh Pirates",73,1332150,17617500
"676","PIT",1997,"PIT","Pittsburgh Pirates",79,1657022,9891667
"677","PIT",1998,"PIT","Pittsburgh Pirates",69,1560950,14459000
"678","PIT",1999,"PIT","Pittsburgh Pirates",78,1638023,22532666
"679","PIT",2000,"PIT","Pittsburgh Pirates",69,1748908,26221667
"680","PIT",2001,"PIT","Pittsburgh Pirates",62,2464870,45260833
"681","PIT",2002,"PIT","Pittsburgh Pirates",72,1784988,34873099
"682","PIT",2003,"PIT","Pittsburgh Pirates",75,1636751,39348262
"683","PIT",2004,"PIT","Pittsburgh Pirates",72,1580031,24927929
"684","PIT",2005,"PIT","Pittsburgh Pirates",67,1817245,29746000
"685","PIT",2006,"PIT","Pittsburgh Pirates",67,1861549,28763750
"686","PIT",2007,"PIT","Pittsburgh Pirates",68,1749142,48990116
"687","PIT",2008,"PIT","Pittsburgh Pirates",67,1609076,37179583
"688","PIT",2009,"PIT","Pittsburgh Pirates",62,1577853,37848500
"689","PIT",2010,"PIT","Pittsburgh Pirates",57,1613399,23391000
"690","PIT",2011,"PIT","Pittsburgh Pirates",72,1940429,43388500
"691","PIT",2012,"PIT","Pittsburgh Pirates",79,2091918,58664499
"692","PIT",2013,"PIT","Pittsburgh Pirates",94,2256862,76812000
"693","PIT",2014,"PIT","Pittsburgh Pirates",88,2442564,72416500
"694","PIT",2015,"PIT","Pittsburgh Pirates",98,2498596,96692499
"695","PIT",2016,"PIT","Pittsburgh Pirates",78,2249201,95869933
"696","SDN",1985,"SDP","San Diego Padres",83,2210352,10524083
"697","SDN",1986,"SDP","San Diego Padres",74,1805716,10435693
"698","SDN",1987,"SDP","San Diego Padres",65,1454061,10610796
"699","SDN",1988,"SDP","San Diego Padres",83,1506896,9198502
"700","SDN",1989,"SDP","San Diego Padres",89,2009031,11760000
"701","SDN",1990,"SDP","San Diego Padres",75,1856396,17757334
"702","SDN",1991,"SDP","San Diego Padres",84,1804289,20355001
"703","SDN",1992,"SDP","San Diego Padres",82,1721406,24639500
"704","SDN",1993,"SDP","San Diego Padres",61,1375432,10348833
"705","SDN",1994,"SDP","San Diego Padres",47,953857,13891333
"706","SDN",1995,"SDP","San Diego Padres",70,1041805,26321334
"707","SDN",1996,"SDP","San Diego Padres",91,2187886,27053172
"708","SDN",1997,"SDP","San Diego Padres",76,2089333,38879972
"709","SDN",1998,"SDP","San Diego Padres",98,2555874,49312167
"710","SDN",1999,"SDP","San Diego Padres",74,2523538,38426513
"711","SDN",2000,"SDP","San Diego Padres",76,2352443,49536333
"712","SDN",2001,"SDP","San Diego Padres",79,2378128,40682833
"713","SDN",2002,"SDP","San Diego Padres",66,2220601,39950000
"714","SDN",2003,"SDP","San Diego Padres",64,2030084,37620000
"715","SDN",2004,"SDP","San Diego Padres",87,3016752,58634833
"716","SDN",2005,"SDP","San Diego Padres",82,2869787,74214833
"717","SDN",2006,"SDP","San Diego Padres",88,2659757,65196141
"718","SDN",2007,"SDP","San Diego Padres",89,2790074,51194267
"719","SDN",2008,"SDP","San Diego Padres",63,2427535,44106364
"720","SDN",2009,"SDP","San Diego Padres",75,1919603,28447900
"721","SDN",2010,"SDP","San Diego Padres",90,2131774,42423000
"722","SDN",2011,"SDP","San Diego Padres",71,2143018,38265240
"723","SDN",2012,"SDP","San Diego Padres",76,2123721,49255600
"724","SDN",2013,"SDP","San Diego Padres",76,2166691,58510500
"725","SDN",2014,"SDP","San Diego Padres",77,2195373,55897700
"726","SDN",2015,"SDP","San Diego Padres",74,2459742,118949800
"727","SDN",2016,"SDP","San Diego Padres",68,2351422,48829514
"728","SEA",1985,"SEA","Seattle Mariners",74,1128696,4340500
"729","SEA",1986,"SEA","Seattle Mariners",67,1029045,4920809
"730","SEA",1987,"SEA","Seattle Mariners",78,1134255,1928500
"731","SEA",1988,"SEA","Seattle Mariners",68,1022398,5502450
"732","SEA",1989,"SEA","Seattle Mariners",73,1298443,7509500
"733","SEA",1990,"SEA","Seattle Mariners",77,1509727,10061167
"734","SEA",1991,"SEA","Seattle Mariners",83,2147905,15691833
"735","SEA",1992,"SEA","Seattle Mariners",64,1651367,22574000
"736","SEA",1993,"SEA","Seattle Mariners",82,2052638,30966333
"737","SEA",1994,"SEA","Seattle Mariners",49,1104206,28728500
"738","SEA",1995,"SEA","Seattle Mariners",79,1643203,31718311
"739","SEA",1996,"SEA","Seattle Mariners",85,2723850,36654501
"740","SEA",1997,"SEA","Seattle Mariners",90,3192237,43388661
"741","SEA",1998,"SEA","Seattle Mariners",76,2651511,44179536
"742","SEA",1999,"SEA","Seattle Mariners",79,2916346,50113003
"743","SEA",2000,"SEA","Seattle Mariners",91,2914624,57065000
"744","SEA",2001,"SEA","Seattle Mariners",116,3507326,72745834
"745","SEA",2002,"SEA","Seattle Mariners",93,3542938,83467668
"746","SEA",2003,"SEA","Seattle Mariners",93,3268509,82675834
"747","SEA",2004,"SEA","Seattle Mariners",63,2940731,54790834
"748","SEA",2005,"SEA","Seattle Mariners",69,2725459,75262334
"749","SEA",2006,"SEA","Seattle Mariners",78,2481165,75878833
"750","SEA",2007,"SEA","Seattle Mariners",88,2672223,104690833
"751","SEA",2008,"SEA","Seattle Mariners",61,2329702,101383982
"752","SEA",2009,"SEA","Seattle Mariners",85,2195533,84716666
"753","SEA",2010,"SEA","Seattle Mariners",61,2085488,83543500
"754","SEA",2011,"SEA","Seattle Mariners",67,1939421,73906000
"755","SEA",2012,"SEA","Seattle Mariners",75,1721920,58500400
"756","SEA",2013,"SEA","Seattle Mariners",71,1761546,61449643
"757","SEA",2014,"SEA","Seattle Mariners",87,2064334,85531100
"758","SEA",2015,"SEA","Seattle Mariners",76,2193581,95176400
"759","SEA",2016,"SEA","Seattle Mariners",86,2267928,142181339
"760","SFN",1985,"SFG","San Francisco Giants",62,818697,6782214
"761","SFN",1986,"SFG","San Francisco Giants",83,1528748,7787000
"762","SFN",1987,"SFG","San Francisco Giants",90,1917168,6608000
"763","SFN",1988,"SFG","San Francisco Giants",83,1785297,11255000
"764","SFN",1989,"SFG","San Francisco Giants",92,2059701,15006834
"765","SFN",1990,"SFG","San Francisco Giants",85,1975528,18240333
"766","SFN",1991,"SFG","San Francisco Giants",75,1737478,31172666
"767","SFN",1992,"SFG","San Francisco Giants",72,1560998,27832168
"768","SFN",1993,"SFG","San Francisco Giants",103,2606354,34832000
"769","SFN",1994,"SFG","San Francisco Giants",55,1704608,43188666
"770","SFN",1995,"SFG","San Francisco Giants",67,1241500,30325999
"771","SFN",1996,"SFG","San Francisco Giants",68,1413922,31975725
"772","SFN",1997,"SFG","San Francisco Giants",90,1690869,32290878
"773","SFN",1998,"SFG","San Francisco Giants",89,1925364,36170001
"774","SFN",1999,"SFG","San Francisco Giants",86,2078399,44845057
"775","SFN",2000,"SFG","San Francisco Giants",97,3318800,53537826
"776","SFN",2001,"SFG","San Francisco Giants",90,3311958,65260167
"777","SFN",2002,"SFG","San Francisco Giants",95,3253203,78579835
"778","SFN",2003,"SFG","San Francisco Giants",100,3264898,73150167
"779","SFN",2004,"SFG","San Francisco Giants",91,3256854,66769166
"780","SFN",2005,"SFG","San Francisco Giants",75,3181023,83652000
"781","SFN",2006,"SFG","San Francisco Giants",76,3130313,97204919
"782","SFN",2007,"SFG","San Francisco Giants",71,3223215,69030554
"783","SFN",2008,"SFG","San Francisco Giants",72,2863837,65552000
"784","SFN",2009,"SFG","San Francisco Giants",88,2862110,77866450
"785","SFN",2010,"SFG","San Francisco Giants",92,3037443,107751333
"786","SFN",2011,"SFG","San Francisco Giants",86,3387303,118198333
"787","SFN",2012,"SFG","San Francisco Giants",94,3377371,110540683
"788","SFN",2013,"SFG","San Francisco Giants",76,3326796,140684584
"789","SFN",2014,"SFG","San Francisco Giants",88,3368697,149010167
"790","SFN",2015,"SFG","San Francisco Giants",84,3375882,158274000
"791","SFN",2016,"SFG","San Francisco Giants",87,3365256,178826478
"792","SLN",1985,"STL","St. Louis Cardinals",101,2637563,9893749
"793","SLN",1986,"STL","St. Louis Cardinals",79,2471974,9421677
"794","SLN",1987,"STL","St. Louis Cardinals",95,3072122,11165500
"795","SLN",1988,"STL","St. Louis Cardinals",76,2892799,10380000
"796","SLN",1989,"STL","St. Louis Cardinals",86,3080980,17869195
"797","SLN",1990,"STL","St. Louis Cardinals",70,2573225,17343334
"798","SLN",1991,"STL","St. Louis Cardinals",84,2448699,19325001
"799","SLN",1992,"STL","St. Louis Cardinals",83,2418483,23150502
"800","SLN",1993,"STL","St. Louis Cardinals",87,2844977,20212667
"801","SLN",1994,"STL","St. Louis Cardinals",53,1866544,28208601
"802","SLN",1995,"STL","St. Louis Cardinals",62,1756727,24792000
"803","SLN",1996,"STL","St. Louis Cardinals",88,2654718,38089667
"804","SLN",1997,"STL","St. Louis Cardinals",73,2634014,39814167
"805","SLN",1998,"STL","St. Louis Cardinals",83,3195691,59392521
"806","SLN",1999,"STL","St. Louis Cardinals",75,3225334,45918195
"807","SLN",2000,"STL","St. Louis Cardinals",95,3336493,59163863
"808","SLN",2001,"STL","St. Louis Cardinals",93,3109578,64313333
"809","SLN",2002,"STL","St. Louis Cardinals",97,3011756,66960875
"810","SLN",2003,"STL","St. Louis Cardinals",85,2910386,83176666
"811","SLN",2004,"STL","St. Louis Cardinals",105,3048427,83228333
"812","SLN",2005,"STL","St. Louis Cardinals",100,3538988,91346833
"813","SLN",2006,"STL","St. Louis Cardinals",83,3407104,86016371
"814","SLN",2007,"STL","St. Louis Cardinals",78,3552180,89904823
"815","SLN",2008,"STL","St. Louis Cardinals",86,3432917,95983949
"816","SLN",2009,"STL","St. Louis Cardinals",91,3343252,88128409
"817","SLN",2010,"STL","St. Louis Cardinals",86,3301218,89790751
"818","SLN",2011,"STL","St. Louis Cardinals",90,3093954,89966269
"819","SLN",2012,"STL","St. Louis Cardinals",88,3262109,107737862
"820","SLN",2013,"STL","St. Louis Cardinals",97,3369769,89685110
"821","SLN",2014,"STL","St. Louis Cardinals",90,3540649,104920000
"822","SLN",2015,"STL","St. Louis Cardinals",100,3520889,119241500
"823","SLN",2016,"STL","St. Louis Cardinals",86,3444490,129294500
"824","TBA",1998,"TBD","Tampa Bay Devil Rays",63,2506293,27262500
"825","TBA",1999,"TBD","Tampa Bay Devil Rays",69,1562827,38115000
"826","TBA",2000,"TBD","Tampa Bay Devil Rays",69,1449673,43557129
"827","TBA",2001,"TBD","Tampa Bay Devil Rays",62,1298365,21480000
"828","TBA",2002,"TBD","Tampa Bay Devil Rays",55,1065742,33193000
"829","TBA",2003,"TBD","Tampa Bay Devil Rays",63,1058695,19030000
"830","TBA",2004,"TBD","Tampa Bay Devil Rays",70,1274911,27529167
"831","TBA",2005,"TBD","Tampa Bay Devil Rays",67,1141669,28350567
"832","TBA",2006,"TBD","Tampa Bay Devil Rays",61,1368950,18157400
"833","TBA",2007,"TBD","Tampa Bay Devil Rays",66,1387603,21439900
"834","TBA",2008,"TBD","Tampa Bay Rays",97,1811986,42344897
"835","TBA",2009,"TBD","Tampa Bay Rays",84,1874962,57313034
"836","TBA",2010,"TBD","Tampa Bay Rays",96,1843445,61123471
"837","TBA",2011,"TBD","Tampa Bay Rays",91,1529188,41053571
"838","TBA",2012,"TBD","Tampa Bay Rays",90,1559681,63692800
"839","TBA",2013,"TBD","Tampa Bay Rays",92,1510300,51705272
"840","TBA",2014,"TBD","Tampa Bay Rays",77,1446464,58689100
"841","TBA",2015,"TBD","Tampa Bay Rays",80,1287054,55312733
"842","TBA",2016,"TBD","Tampa Bay Rays",68,1286163,46062310
"843","TEX",1985,"TEX","Texas Rangers",62,1112497,6396500
"844","TEX",1986,"TEX","Texas Rangers",87,1692002,6053119
"845","TEX",1987,"TEX","Texas Rangers",75,1763053,880000
"846","TEX",1988,"TEX","Texas Rangers",70,1581901,4504500
"847","TEX",1989,"TEX","Texas Rangers",83,2043993,9005500
"848","TEX",1990,"TEX","Texas Rangers",83,2057911,12850833
"849","TEX",1991,"TEX","Texas Rangers",85,2297720,17344500
"850","TEX",1992,"TEX","Texas Rangers",77,2198231,18711500
"851","TEX",1993,"TEX","Texas Rangers",86,2244616,35250959
"852","TEX",1994,"TEX","Texas Rangers",52,2503198,32410597
"853","TEX",1995,"TEX","Texas Rangers",74,1985910,34669451
"854","TEX",1996,"TEX","Texas Rangers",90,2889020,38554903
"855","TEX",1997,"TEX","Texas Rangers",77,2945228,42733838
"856","TEX",1998,"TEX","Texas Rangers",88,2927399,49197095
"857","TEX",1999,"TEX","Texas Rangers",95,2771469,76709931
"858","TEX",2000,"TEX","Texas Rangers",71,2588401,63445921
"859","TEX",2001,"TEX","Texas Rangers",73,2831021,74468500
"860","TEX",2002,"TEX","Texas Rangers",72,2352397,97009455
"861","TEX",2003,"TEX","Texas Rangers",71,2094394,73575000
"862","TEX",2004,"TEX","Texas Rangers",89,2513685,43183750
"863","TEX",2005,"TEX","Texas Rangers",79,2525221,39077500
"864","TEX",2006,"TEX","Texas Rangers",80,2388757,48352993
"865","TEX",2007,"TEX","Texas Rangers",75,2353862,45272675
"866","TEX",2008,"TEX","Texas Rangers",79,1945677,64566996
"867","TEX",2009,"TEX","Texas Rangers",87,2156016,52027798
"868","TEX",2010,"TEX","Texas Rangers",90,2505171,60649234
"869","TEX",2011,"TEX","Texas Rangers",96,2946949,84126104
"870","TEX",2012,"TEX","Texas Rangers",93,3460280,117260974
"871","TEX",2013,"TEX","Texas Rangers",91,3178273,111536600
"872","TEX",2014,"TEX","Texas Rangers",67,2718733,104845059
"873","TEX",2015,"TEX","Texas Rangers",88,2491875,134641289
"874","TEX",2016,"TEX","Texas Rangers",95,2710402,145285223
"875","TOR",1985,"TOR","Toronto Blue Jays",99,2468925,9162550
"876","TOR",1986,"TOR","Toronto Blue Jays",86,2455477,11295214
"877","TOR",1987,"TOR","Toronto Blue Jays",96,2778429,10408001
"878","TOR",1988,"TOR","Toronto Blue Jays",87,2595175,12174725
"879","TOR",1989,"TOR","Toronto Blue Jays",89,3375883,13562666
"880","TOR",1990,"TOR","Toronto Blue Jays",86,3885284,17501834
"881","TOR",1991,"TOR","Toronto Blue Jays",91,4001527,20327417
"882","TOR",1992,"TOR","Toronto Blue Jays",96,4028318,41862333
"883","TOR",1993,"TOR","Toronto Blue Jays",95,4057947,45179166
"884","TOR",1994,"TOR","Toronto Blue Jays",55,2907933,37883668
"885","TOR",1995,"TOR","Toronto Blue Jays",56,2826483,42090000
"886","TOR",1996,"TOR","Toronto Blue Jays",74,2559573,28667208
"887","TOR",1997,"TOR","Toronto Blue Jays",76,2589297,42784833
"888","TOR",1998,"TOR","Toronto Blue Jays",88,2454303,37636833
"889","TOR",1999,"TOR","Toronto Blue Jays",84,2163464,42480333
"890","TOR",2000,"TOR","Toronto Blue Jays",83,1705712,44838332
"891","TOR",2001,"TOR","Toronto Blue Jays",80,1915438,61945999
"892","TOR",2002,"TOR","Toronto Blue Jays",78,1637900,54559333
"893","TOR",2003,"TOR","Toronto Blue Jays",86,1799458,44759000
"894","TOR",2004,"TOR","Toronto Blue Jays",67,1900041,47975000
"895","TOR",2005,"TOR","Toronto Blue Jays",80,2014995,45319500
"896","TOR",2006,"TOR","Toronto Blue Jays",87,2302212,58041500
"897","TOR",2007,"TOR","Toronto Blue Jays",83,2360644,78944900
"898","TOR",2008,"TOR","Toronto Blue Jays",86,2399786,78705000
"899","TOR",2009,"TOR","Toronto Blue Jays",75,1876129,61688700
"900","TOR",2010,"TOR","Toronto Blue Jays",85,1625555,58204600
"901","TOR",2011,"TOR","Toronto Blue Jays",81,1818103,41662700
"902","TOR",2012,"TOR","Toronto Blue Jays",73,2099663,66910800
"903","TOR",2013,"TOR","Toronto Blue Jays",74,2536562,122938100
"904","TOR",2014,"TOR","Toronto Blue Jays",83,2375525,107055200
"905","TOR",2015,"TOR","Toronto Blue Jays",93,2794891,90483700
"906","TOR",2016,"TOR","Toronto Blue Jays",89,3392099,114326700
"907","WAS",2005,"WSN","Washington Nationals",81,2731993,44504500
"908","WAS",2006,"WSN","Washington Nationals",71,2153056,41864000
"909","WAS",2007,"WSN","Washington Nationals",73,1943812,28817500
"910","WAS",2008,"WSN","Washington Nationals",59,2320400,41711000
"911","WAS",2009,"WSN","Washington Nationals",59,1817226,41225000
"912","WAS",2010,"WSN","Washington Nationals",69,1828066,49699000
"913","WAS",2011,"WSN","Washington Nationals",80,1940478,53942928
"914","WAS",2012,"WSN","Washington Nationals",98,2370794,79674143
"915","WAS",2013,"WSN","Washington Nationals",86,2652422,104802270
"916","WAS",2014,"WSN","Washington Nationals",96,2579389,131983680
"917","WAS",2015,"WSN","Washington Nationals",83,2619843,155070972
"918","WAS",2016,"WSN","Washington Nationals",95,2481938,140617146
